boundary_index	chrom	boundary_end	index	num_ctcf	span	boundary_start	strand	start	end
2600	chr10	39530000	15277	9	39527137-39527156	39520000	+	39527137	39527156
2600	chr10	39530000	15278	9	39527322-39527341	39520000	+	39527322	39527341
2602	chr10	40250000	15294	3	40249822-40249841	40240000	-	40249822	40249841
2605	chr10	41300000	15309	7	41291134-41291153	41290000	+	41291134	41291153
2605	chr10	41300000	15310	7	41291282-41291301	41290000	-	41291282	41291301
2605	chr10	41300000	15313	7	41293275-41293294	41290000	-	41293275	41293294
2605	chr10	41300000	15314	7	41293819-41293838	41290000	+	41293819	41293838
2606	chr10	41740000	15318	7	41734331-41734350	41730000	+	41734331	41734350
2606	chr10	41740000	15319	7	41734839-41734858	41730000	+	41734839	41734858
2606	chr10	41740000	15324	7	41739017-41739036	41730000	+	41739017	41739036
2607	chr10	42300000	15329	11	42292808-42292827	42290000	-	42292808	42292827
2607	chr10	42300000	15330	11	42294501-42294520	42290000	+	42294501	42294520
2607	chr10	42300000	15331	11	42294714-42294733	42290000	+	42294714	42294733
2607	chr10	42300000	15332	11	42295213-42295232	42290000	-	42295213	42295232
2608	chr10	42770000	15340	6	42760453-42760472	42760000	+	42760453	42760472
2608	chr10	42770000	15341	6	42761360-42761379	42760000	+	42761360	42761379
2611	chr10	43930000	15362	6	43920196-43920215	43920000	+	43920196	43920215
2611	chr10	43930000	15366	6	43925960-43925979	43920000	-	43925960	43925979
2612	chr10	44260000	15371	4	44256028-44256047	44250000	+	44256028	44256047
2613	chr10	45050000	15376	2	45045467-45045486	45040000	-	45045467	45045486
2613	chr10	45050000	15377	2	45048928-45048947	45040000	-	45048928	45048947
2614	chr10	45380000	15381	4	45373452-45373471	45370000	-	45373452	45373471
2614	chr10	45380000	15383	4	45379852-45379871	45370000	-	45379852	45379871
2617	chr10	47300000	15389	3	47290555-47290574	47290000	-	47290555	47290574
2620	chr10	49490000	15410	4	49487337-49487356	49480000	-	49487337	49487356
2621	chr10	49790000	15414	7	49780351-49780370	49780000	+	49780351	49780370
2621	chr10	49790000	15415	7	49780436-49780455	49780000	+	49780436	49780455
2621	chr10	49790000	15416	7	49783003-49783022	49780000	+	49783003	49783022
2621	chr10	49790000	15417	7	49785038-49785057	49780000	-	49785038	49785057
2621	chr10	49790000	15418	7	49786895-49786914	49780000	-	49786895	49786914
2621	chr10	49790000	15419	7	49789340-49789359	49780000	-	49789340	49789359
2621	chr10	49790000	15420	7	49789818-49789837	49780000	-	49789818	49789837
2622	chr10	50600000	15423	3	50592768-50592787	50590000	-	50592768	50592787
2622	chr10	50600000	15424	3	50593088-50593107	50590000	+	50593088	50593107
2622	chr10	50600000	15425	3	50597006-50597025	50590000	-	50597006	50597025
2623	chr10	50910000	15428	5	50901260-50901279	50900000	+	50901260	50901279
2623	chr10	50910000	15429	5	50903300-50903319	50900000	-	50903300	50903319
2623	chr10	50910000	15430	5	50905006-50905025	50900000	-	50905006	50905025
2623	chr10	50910000	15431	5	50905096-50905115	50900000	+	50905096	50905115
2623	chr10	50910000	15432	5	50906856-50906875	50900000	-	50906856	50906875
2626	chr10	52110000	15447	4	52104437-52104456	52100000	-	52104437	52104456
2626	chr10	52110000	15448	4	52106318-52106337	52100000	+	52106318	52106337
2627	chr10	52430000	15452	7	52420361-52420380	52420000	-	52420361	52420380
2627	chr10	52430000	15455	7	52423839-52423858	52420000	-	52423839	52423858
2627	chr10	52430000	15456	7	52427470-52427489	52420000	-	52427470	52427489
2630	chr10	53340000	15470	2	53333063-53333082	53330000	-	53333063	53333082
2630	chr10	53340000	15471	2	53339641-53339660	53330000	+	53339641	53339660
2634	chr10	56020000	15488	2	56018182-56018201	56010000	+	56018182	56018201
2637	chr10	57450000	15499	2	57448112-57448131	57440000	-	57448112	57448131
2637	chr10	57450000	15500	2	57448376-57448395	57440000	-	57448376	57448395
2638	chr10	58570000	15503	4	58560012-58560031	58560000	+	58560012	58560031
2641	chr10	59880000	15525	9	59879763-59879782	59870000	+	59879763	59879782
2642	chr10	60280000	15528	4	60271211-60271230	60270000	+	60271211	60271230
2642	chr10	60280000	15529	4	60272179-60272198	60270000	-	60272179	60272198
2642	chr10	60280000	15530	4	60274591-60274610	60270000	-	60274591	60274610
2643	chr10	60770000	15534	11	60760510-60760529	60760000	+	60760510	60760529
2643	chr10	60770000	15535	11	60760637-60760656	60760000	-	60760637	60760656
2643	chr10	60770000	15537	11	60761758-60761777	60760000	-	60761758	60761777
2643	chr10	60770000	15540	11	60764318-60764337	60760000	+	60764318	60764337
2643	chr10	60770000	15541	11	60765164-60765183	60760000	-	60765164	60765183
2643	chr10	60770000	15543	11	60768565-60768584	60760000	+	60768565	60768584
2643	chr10	60770000	15544	11	60769253-60769272	60760000	+	60769253	60769272
2644	chr10	61140000	15550	4	61135650-61135669	61130000	+	61135650	61135669
2645	chr10	61450000	15553	4	61440457-61440476	61440000	+	61440457	61440476
2645	chr10	61450000	15554	4	61443562-61443581	61440000	+	61443562	61443581
2645	chr10	61450000	15555	4	61448854-61448873	61440000	-	61448854	61448873
2646	chr10	61710000	15559	5	61702368-61702387	61700000	-	61702368	61702387
2647	chr10	62480000	15566	3	62472782-62472801	62470000	-	62472782	62472801
2648	chr10	62850000	15573	4	62843963-62843982	62840000	-	62843963	62843982
2650	chr10	64080000	15584	3	64075306-64075325	64070000	-	64075306	64075325
2650	chr10	64080000	15585	3	64079277-64079296	64070000	-	64079277	64079296
2650	chr10	64080000	15586	3	64079878-64079897	64070000	+	64079878	64079897
2651	chr10	64740000	15589	3	64734379-64734398	64730000	+	64734379	64734398
2652	chr10	65250000	15594	2	65243736-65243755	65240000	+	65243736	65243755
2655	chr10	66830000	15605	2	66825989-66826008	66820000	-	66825989	66826008
2656	chr10	67310000	15609	3	67300313-67300332	67300000	+	67300313	67300332
2657	chr10	67980000	15617	4	67979884-67979903	67970000	+	67979884	67979903
2658	chr10	68360000	15623	8	68355217-68355236	68350000	+	68355217	68355236
2658	chr10	68360000	15624	8	68356905-68356924	68350000	-	68356905	68356924
2658	chr10	68360000	15625	8	68357225-68357244	68350000	+	68357225	68357244
2658	chr10	68360000	15626	8	68357776-68357795	68350000	+	68357776	68357795
2658	chr10	68360000	15627	8	68357930-68357949	68350000	+	68357930	68357949
2659	chr10	69340000	15631	2	69337993-69338012	69330000	-	69337993	69338012
2660	chr10	69660000	15636	5	69655018-69655037	69650000	-	69655018	69655037
2660	chr10	69660000	15638	5	69656507-69656526	69650000	+	69656507	69656526
2661	chr10	69860000	15644	5	69854918-69854937	69850000	-	69854918	69854937
2661	chr10	69860000	15645	5	69857203-69857222	69850000	-	69857203	69857222
2662	chr10	70310000	15649	6	70304361-70304380	70300000	-	70304361	70304380
2662	chr10	70310000	15652	6	70307538-70307557	70300000	-	70307538	70307557
2664	chr10	70970000	15661	6	70961252-70961271	70960000	-	70961252	70961271
2664	chr10	70970000	15662	6	70963778-70963797	70960000	-	70963778	70963797
2664	chr10	70970000	15664	6	70967060-70967079	70960000	+	70967060	70967079
2664	chr10	70970000	15665	6	70968465-70968484	70960000	+	70968465	70968484
2664	chr10	70970000	15666	6	70969124-70969143	70960000	+	70969124	70969143
2665	chr10	71430000	15669	10	71421846-71421865	71420000	+	71421846	71421865
2665	chr10	71430000	15671	10	71422795-71422814	71420000	+	71422795	71422814
2665	chr10	71430000	15672	10	71425073-71425092	71420000	+	71425073	71425092
2665	chr10	71430000	15673	10	71426356-71426375	71420000	-	71426356	71426375
2665	chr10	71430000	15674	10	71426618-71426637	71420000	-	71426618	71426637
2665	chr10	71430000	15675	10	71427003-71427022	71420000	+	71427003	71427022
2667	chr10	72410000	15688	2	72400748-72400767	72400000	+	72400748	72400767
2667	chr10	72410000	15689	2	72409623-72409642	72400000	-	72409623	72409642
2668	chr10	73110000	15692	5	73100139-73100158	73100000	+	73100139	73100158
2668	chr10	73110000	15696	5	73108222-73108241	73100000	-	73108222	73108241
2669	chr10	73440000	15699	4	73431716-73431735	73430000	+	73431716	73431735
2670	chr10	74220000	15705	1	74217460-74217479	74210000	+	74217460	74217479
2671	chr10	74910000	15709	3	74908366-74908385	74900000	+	74908366	74908385
2674	chr10	75980000	15734	5	75978713-75978732	75970000	-	75978713	75978732
2675	chr10	76260000	15737	7	76252656-76252675	76250000	+	76252656	76252675
2675	chr10	76260000	15739	7	76253858-76253877	76250000	-	76253858	76253877
2675	chr10	76260000	15741	7	76258052-76258071	76250000	-	76258052	76258071
2675	chr10	76260000	15743	7	76259562-76259581	76250000	-	76259562	76259581
2676	chr10	76780000	15746	5	76771011-76771030	76770000	+	76771011	76771030
2676	chr10	76780000	15747	5	76771395-76771414	76770000	-	76771395	76771414
2676	chr10	76780000	15748	5	76772930-76772949	76770000	-	76772930	76772949
2677	chr10	77060000	15753	5	77051050-77051069	77050000	-	77051050	77051069
2677	chr10	77060000	15754	5	77051369-77051388	77050000	-	77051369	77051388
2678	chr10	77280000	15760	7	77270998-77271017	77270000	-	77270998	77271017
2678	chr10	77280000	15761	7	77272746-77272765	77270000	-	77272746	77272765
2678	chr10	77280000	15766	7	77279666-77279685	77270000	-	77279666	77279685
2679	chr10	77520000	15769	6	77510060-77510079	77510000	-	77510060	77510079
2679	chr10	77520000	15772	6	77517217-77517236	77510000	+	77517217	77517236
2679	chr10	77520000	15773	6	77518075-77518094	77510000	+	77518075	77518094
2679	chr10	77520000	15774	6	77519308-77519327	77510000	+	77519308	77519327
2680	chr10	77970000	15783	9	77965174-77965193	77960000	+	77965174	77965193
2680	chr10	77970000	15784	9	77967873-77967892	77960000	+	77967873	77967892
2680	chr10	77970000	15785	9	77968822-77968841	77960000	+	77968822	77968841
2681	chr10	78480000	15788	5	78470180-78470199	78470000	-	78470180	78470199
2681	chr10	78480000	15789	5	78472563-78472582	78470000	-	78472563	78472582
2682	chr10	78810000	15795	3	78801877-78801896	78800000	+	78801877	78801896
2683	chr10	79540000	15800	4	79530211-79530230	79530000	+	79530211	79530230
2683	chr10	79540000	15801	4	79533303-79533322	79530000	+	79533303	79533322
2683	chr10	79540000	15802	4	79533857-79533876	79530000	+	79533857	79533876
2683	chr10	79540000	15803	4	79534225-79534244	79530000	+	79534225	79534244
2684	chr10	79680000	15806	7	79670565-79670584	79670000	+	79670565	79670584
2684	chr10	79680000	15807	7	79670991-79671010	79670000	-	79670991	79671010
2684	chr10	79680000	15808	7	79672252-79672271	79670000	+	79672252	79672271
2684	chr10	79680000	15809	7	79674098-79674117	79670000	+	79674098	79674117
2685	chr10	80160000	15817	8	80150828-80150847	80150000	-	80150828	80150847
2685	chr10	80160000	15818	8	80151162-80151181	80150000	-	80151162	80151181
2685	chr10	80160000	15819	8	80152386-80152405	80150000	+	80152386	80152405
2685	chr10	80160000	15820	8	80152831-80152850	80150000	-	80152831	80152850
2685	chr10	80160000	15821	8	80155154-80155173	80150000	+	80155154	80155173
2685	chr10	80160000	15822	8	80155570-80155589	80150000	-	80155570	80155589
2686	chr10	80400000	15825	9	80392938-80392957	80390000	-	80392938	80392957
2686	chr10	80400000	15826	9	80393228-80393247	80390000	-	80393228	80393247
2686	chr10	80400000	15827	9	80394557-80394576	80390000	-	80394557	80394576
2686	chr10	80400000	15828	9	80395078-80395097	80390000	-	80395078	80395097
2686	chr10	80400000	15829	9	80395956-80395975	80390000	+	80395956	80395975
2686	chr10	80400000	15830	9	80396936-80396955	80390000	-	80396936	80396955
2686	chr10	80400000	15831	9	80398178-80398197	80390000	+	80398178	80398197
2686	chr10	80400000	15832	9	80399068-80399087	80390000	+	80399068	80399087
2686	chr10	80400000	15833	9	80399373-80399392	80390000	-	80399373	80399392
2687	chr10	81190000	15836	5	81180068-81180087	81180000	+	81180068	81180087
2687	chr10	81190000	15837	5	81182091-81182110	81180000	-	81182091	81182110
2687	chr10	81190000	15838	5	81185113-81185132	81180000	-	81185113	81185132
2687	chr10	81190000	15840	5	81187436-81187455	81180000	-	81187436	81187455
2689	chr10	82920000	15850	4	82910419-82910438	82910000	+	82910419	82910438
2690	chr10	83220000	15858	5	83219884-83219903	83210000	+	83219884	83219903
2693	chr10	84460000	15876	5	84450194-84450213	84450000	-	84450194	84450213
2693	chr10	84460000	15877	5	84450894-84450913	84450000	-	84450894	84450913
2693	chr10	84460000	15878	5	84452069-84452088	84450000	+	84452069	84452088
2695	chr10	85810000	15887	4	85807431-85807450	85800000	-	85807431	85807450
2695	chr10	85810000	15888	4	85809086-85809105	85800000	+	85809086	85809105
2696	chr10	86670000	15891	4	86660940-86660959	86660000	+	86660940	86660959
2696	chr10	86670000	15892	4	86663089-86663108	86660000	+	86663089	86663108
2696	chr10	86670000	15893	4	86664252-86664271	86660000	-	86664252	86664271
2696	chr10	86670000	15894	4	86665819-86665838	86660000	-	86665819	86665838
2699	chr10	88090000	15908	5	88082923-88082942	88080000	-	88082923	88082942
2699	chr10	88090000	15909	5	88089318-88089337	88080000	+	88089318	88089337
2700	chr10	88360000	15912	5	88353078-88353097	88350000	-	88353078	88353097
2700	chr10	88360000	15915	5	88356556-88356575	88350000	-	88356556	88356575
2700	chr10	88360000	15916	5	88357970-88357989	88350000	-	88357970	88357989
2701	chr10	88840000	15921	5	88834368-88834387	88830000	+	88834368	88834387
2702	chr10	89320000	15929	4	89316183-89316202	89310000	+	89316183	89316202
2704	chr10	90710000	15934	4	90701775-90701794	90700000	-	90701775	90701794
2704	chr10	90710000	15935	4	90702946-90702965	90700000	+	90702946	90702965
2704	chr10	90710000	15936	4	90707187-90707206	90700000	-	90707187	90707206
2705	chr10	91270000	15943	4	91269493-91269512	91260000	+	91269493	91269512
2707	chr10	93040000	15948	4	93037592-93037611	93030000	-	93037592	93037611
2707	chr10	93040000	15949	4	93038410-93038429	93030000	-	93038410	93038429
2708	chr10	93590000	15953	3	93581762-93581781	93580000	+	93581762	93581781
2708	chr10	93590000	15955	3	93588952-93588971	93580000	-	93588952	93588971
2709	chr10	93830000	15962	5	93829955-93829974	93820000	+	93829955	93829974
2710	chr10	94210000	15966	6	94203052-94203071	94200000	-	94203052	94203071
2710	chr10	94210000	15967	6	94205984-94206003	94200000	+	94205984	94206003
2711	chr10	94620000	15974	2	94615257-94615276	94610000	+	94615257	94615276
2712	chr10	94970000	15978	5	94963995-94964014	94960000	-	94963995	94964014
2713	chr10	95520000	15985	4	95514850-95514869	95510000	-	95514850	95514869
2714	chr10	96130000	15990	5	96120148-96120167	96120000	-	96120148	96120167
2714	chr10	96130000	15994	5	96125429-96125448	96120000	-	96125429	96125448
2715	chr10	96620000	15997	6	96613063-96613082	96610000	-	96613063	96613082
2715	chr10	96620000	16000	6	96617129-96617148	96610000	-	96617129	96617148
2715	chr10	96620000	16001	6	96618188-96618207	96610000	+	96618188	96618207
2715	chr10	96620000	16002	6	96618508-96618527	96610000	+	96618508	96618527
2716	chr10	97330000	16005	4	97320299-97320318	97320000	-	97320299	97320318
2717	chr10	97720000	16012	4	97712876-97712895	97710000	+	97712876	97712895
2719	chr10	99120000	16019	3	99111575-99111594	99110000	-	99111575	99111594
2719	chr10	99120000	16020	3	99115517-99115536	99110000	+	99115517	99115536
2723	chr10	102450000	16038	2	102445120-102445139	102440000	-	102445120	102445139
2723	chr10	102450000	16039	2	102449646-102449665	102440000	+	102449646	102449665
2724	chr10	102850000	16042	1	102847414-102847433	102840000	+	102847414	102847433
2725	chr10	103210000	16044	2	103201822-103201841	103200000	+	103201822	103201841
2726	chr10	103440000	16048	2	103435445-103435464	103430000	+	103435445	103435464
2726	chr10	103440000	16049	2	103436075-103436094	103430000	+	103436075	103436094
2729	chr10	106610000	16057	3	106609231-106609250	106600000	+	106609231	106609250
2729	chr10	106610000	16058	3	106609645-106609664	106600000	-	106609645	106609664
2731	chr10	107420000	16062	4	107410776-107410795	107410000	+	107410776	107410795
2733	chr10	108220000	16072	7	108210162-108210181	108210000	-	108210162	108210181
2733	chr10	108220000	16073	7	108211830-108211849	108210000	-	108211830	108211849
2735	chr10	109890000	16083	1	109887094-109887113	109880000	+	109887094	109887113
2736	chr10	110130000	16089	5	110124121-110124140	110120000	-	110124121	110124140
2737	chr10	110740000	16092	4	110733521-110733540	110730000	-	110733521	110733540
2738	chr10	111170000	16098	4	111164681-111164700	111160000	-	111164681	111164700
2738	chr10	111170000	16099	4	111165155-111165174	111160000	-	111165155	111165174
2739	chr10	111500000	16105	2	111494643-111494662	111490000	+	111494643	111494662
2740	chr10	111980000	16108	1	111977761-111977780	111970000	+	111977761	111977780
2743	chr10	114450000	16120	1	114442207-114442226	114440000	+	114442207	114442226
2744	chr10	114800000	16124	4	114799559-114799578	114790000	+	114799559	114799578
2744	chr10	114800000	16125	4	114799714-114799733	114790000	+	114799714	114799733
2745	chr10	115170000	16129	7	115161602-115161621	115160000	-	115161602	115161621
2745	chr10	115170000	16130	7	115163699-115163718	115160000	-	115163699	115163718
2745	chr10	115170000	16131	7	115164093-115164112	115160000	-	115164093	115164112
2745	chr10	115170000	16133	7	115169121-115169140	115160000	+	115169121	115169140
2745	chr10	115170000	16134	7	115169729-115169748	115160000	-	115169729	115169748
2746	chr10	116200000	16137	7	116193829-116193848	116190000	-	116193829	116193848
2746	chr10	116200000	16139	7	116196511-116196530	116190000	-	116196511	116196530
2746	chr10	116200000	16141	7	116197516-116197535	116190000	-	116197516	116197535
